Signal (dBm),Speed (m/s),Distance from site (m),Call Test Duration (s),Call Test Result,Call Test Technology,Call Test Setup Time (s),MOS
-101,0,346.74,90,1,2,0.5,4
-83,16.38999939,739.3,60,1,1,4.44,3
-87,36.38000107,2982.36,60,1,1,3.82,3
-101,1.909999967,342.75,90,1,2,0.42,4
-71,3.349999905,260.44,60,1,1,3.73,3
-107,8.170000076,798.9,90,1,2,0.48,4
-106,0,413.13,90,1,2,0.46,4
-106,0,412.87,90,1,2,0.46,4
-106,0,424.26,90,1,2,0.48,4
-79,8.050000191,28.52,60,1,1,3.33,4
-106,0,417.93,90,1,2,0.45,4
-106,0,417.7,90,1,2,0.59,4
-93,0,1428.39,60,1,1,3.76,1
-106,0,417.42,90,1,2,0.42,4
-106,0,417.53,90,1,2,0.42,4
-106,0,417.7,90,1,2,0.41,4
-89,0,1429.64,60,1,1,3.56,3
-106,0,417.8,90,1,2,0.42,4
-69,4.079999924,178.59,60,1,1,3.51,3
-75,11.77000046,32.79,60,1,1,3.82,3
-93,0,1428.25,60,1,1,3.82,3
-65,5.039999962,1600.03,90,1,1,0,2
-87,3.380000114,304.48,60,1,1,3.48,3
-95,8.109999657,2797.09,90,1,2,0.64,4
-85,32.90000153,485.42,90,1,2,0.44,4
-90,51.15999985,397.33,90,1,2,0.5,4
-95,0,1431.35,60,1,1,3.94,3
-88,66.87999725,628.22,90,1,2,0.68,4
-94,75.87000275,1059.09,90,1,2,0.49,4
-69,9.579999924,110.29,60,1,1,4.05,3
-88,82.44999695,599.27,90,1,2,0.59,4
-96,79.16999817,595.56,90,1,2,0.45,4
-69,0,213.99,60,1,1,3.65,3
-93,0,1098.94,60,1,1,3.99,3
-92,83.01999664,1092.04,90,1,2,0.49,4
-71,13.15999985,766.64,60,1,1,3.48,3
-108,83.43000031,1982.24,90,1,2,0.6,4
-96,83.52999878,1631.34,90,1,2,1.68,4
-65,0,279.4,60,1,1,3.34,3
-71,81.31999969,638.4,90,1,1,0.62,3
-92,81.61000061,708.33,90,1,2,0.54,4
-84,83.91999817,899.09,90,1,2,0.48,4
-77,0.2899999917,382.31,60,1,1,3.51,4
-87,83.36000061,2255.47,90,1,2,0.53,4
-95,0,1098.49,60,1,1,3.7,4
-63,0.1899999976,270.93,60,1,1,4.07,3
-92,78.72000122,280.94,90,1,2,0.54,4
-101,66.31999969,2469.78,90,1,2,0.48,4
-95,66.58000183,2512.18,90,1,2,0.47,4
-87,0,697.07,60,1,1,3.24,3
-87,9.25,901.72,60,1,1,3.7,3
-81,69.05999756,421.63,90,1,2,0.46,4
-85,69.01999664,1062,90,1,2,0.51,4
-51,0,10.26,60,1,1,3.69,3
-83,15.43000031,680.77,60,1,1,4.54,2
-79,36.15999985,17756.73,90,1,1,0,1
-83,36.15999985,17756.73,90,1,1,0,2
-63,2.109999895,71.23,60,1,1,4.06,3
-81,10.88000011,452.31,60,1,1,3.62,3
-73,0,189.77,60,1,1,4.22,3
-93,9.56000042,700.4,60,1,1,3.79,3
-77,72.44999695,26139.19,90,1,1,0,1
-79,84.16000366,188.69,90,1,1,0,1
-67,0,175.67,60,1,1,3.51,3
-73,0.5899999738,402.79,60,1,1,3.71,4
-77,10.56000042,712.54,60,1,1,3.56,3
-63,26.25,37453.61,90,1,1,0,4
-83,1.899999976,357.67,60,1,1,3.73,3
-57,22.19000053,39245.32,90,1,1,0.41,4
-61,30.19000053,762.93,90,1,1,0.46,2
-61,7.269999981,239.16,60,1,1,3.47,4
-81,35.27999878,10822.26,90,1,1,0,3
-61,0,52.88,60,1,1,3.7,3
-65,35.27999878,10822.26,90,1,1,0,1
-77,35.27999878,24260.5,90,1,1,0,4
-75,69.62000275,2456.08,90,1,1,0.57,2
-89,68.55999756,2074.26,90,1,1,0,3
-81,5.019999981,88.85,60,1,1,3.66,3
-79,68.80000305,1588.18,90,1,1,0,1
-100,69.51999664,2301.97,46.7,0,2,0.45,4
-55,54.95000076,253.18,90,1,1,0.6,2
-95,45.90999985,2927.25,90,1,1,0.6,3
-73,69.73999786,1193.88,90,1,1,0.41,1
-73,0,147.73,60,1,1,3.52,4
-69,69.23999786,3447.09,90,1,1,0.63,3
-73,70.30000305,34269.83,90,1,1,0.45,1
-73,0,281.61,60,1,1,3.62,3
-73,69.09999847,2190.45,90,1,1,0,2
-87,68.90000153,3279.43,90,1,1,0.47,2
-71,69.25,7515.89,90,1,1,0,3
-73,69.27999878,1019.28,90,1,1,0,1
-65,27.27000046,1224.37,90,1,1,0.47,3
-65,27.21999931,2991.2,90,1,1,0,2
-69,0,1059.68,90,1,1,0.62,2
-87,8.449999809,3434.72,60,1,1,3.47,4
-83,0,1061.06,90,1,1,0,4
-109,22.30999947,1569.4,90,1,1,0,1
-71,12.61999989,84.65,60,1,1,3.33,3
-81,62.18999863,1139.31,90,1,0,0.61,4
-89,60.63000107,1829.14,90,1,1,0,2
-87,4.050000191,751.92,60,1,1,3.59,3
-73,68.77999878,176.97,90,1,1,0,2
-83,42.63000107,1569.98,90,1,1,0,1
-63,31.82999992,501.43,90,1,1,0.42,2
-69,0,285.12,60,1,1,3.75,3
-55,1.820000052,429.53,90,1,1,0.6,2
-63,15.10000038,349.42,90,1,1,0.49,3
-65,29.98999977,697.03,90,1,1,0.41,3
-71,12.35000038,1353.03,60,1,1,3.51,3
-75,83.37000275,1081.68,90,1,1,0,2
-67,82.95999908,263.76,90,1,1,0.52,3
-79,84.23000336,2762.73,90,1,1,0,1
-81,0,305.61,60,1,1,3.72,3
-65,82.91999817,187.44,90,1,1,0,1
-71,0,244.25,60,1,1,3.89,3
-101,83.56999969,4961.89,90,1,1,16.5,3
-81,83.38999939,1716.01,90,1,1,0,1
-73,74.59999847,5900.44,90,1,1,0,1
-67,82.88999939,647.44,90,1,1,1.04,1
-91,71.68000031,2573.18,20.73,0,1,0.67,1
-67,27.64999962,1401.04,90,1,1,0.44,4
-87,6.929999828,103.69,60,1,1,3.42,4
-77,12.07999992,24888.76,90,1,1,0.47,2
-83,0,390.85,60,1,1,3.59,3
-104,8.579999924,215.51,90,1,2,0.45,4
-71,31.35000038,734.32,90,1,1,0.46,2
-79,0,398.42,60,1,1,3.62,4
-107,31.59000015,553.61,89.05,1,2,0.55,4
-75,16.87000084,43480.25,90,1,1,0,1
-65,0.6299999952,739.56,90,1,1,0,1
-73,8.239999771,219.4,90,1,0,1.66,4
-116,8.229999542,4707.71,74.18,1,2,7.96,4
-65,17.64999962,277.86,60,1,0,4.39,4
-51,7.809999943,9745.87,90,1,1,2.15,2
-116,7.849999905,2307.25,90,1,2,0.44,4
-106,8.180000305,1486.51,90,1,2,1.03,4
-67,0,7379.95,60,1,1,3.7,3
-126,1.100000024,901.06,90,1,2,0.5,4
-126,1.100000024,901.06,90,1,2,0.56,4
-69,0,351.73,60,1,1,3.68,4
-126,0.1599999964,915.02,90,1,2,0.61,4
-126,1.450000048,980.03,90,1,2,0.54,4
-63,15.27999973,141.94,60,1,1,3.61,3
-126,1.450000048,980.03,90,1,2,0.65,4
-126,1.450000048,980.03,90,1,2,0.73,4
-126,1.450000048,980.03,90,1,2,0.66,4
-126,1.450000048,980.03,90,1,2,0.52,4
-126,1.450000048,980.03,90,1,2,0.64,4
-126,1.450000048,980.03,90,1,2,0.51,4
-126,1.450000048,980.03,90,1,2,0.61,4
-79,12.52000046,915.54,60,1,1,3.35,3
-126,1.450000048,980.03,90,1,2,0.58,4
-126,1.450000048,980.03,90,1,2,0.54,4
-83,1.039999962,275.98,60,1,1,3.53,3
-126,1.450000048,980.03,90,1,2,0.65,4
-126,1.450000048,980.03,90,1,2,0.57,4
-122,1.450000048,980.03,90,1,2,0.55,4
-65,0,336.11,60,1,1,3.46,3
-122,1.450000048,980.03,90,1,2,0.65,4
-122,1.450000048,980.03,90,1,2,0.6,4
-122,1.450000048,980.03,90,1,2,0.59,4
-122,1.450000048,980.03,90,1,2,0.62,4
-69,0.1700000018,74.92,60,1,1,3.75,1
-122,1.450000048,980.03,90,1,2,0.67,4
-122,1.450000048,980.03,90,1,2,0.59,4
-122,1.450000048,980.03,90,1,2,0.54,4
-122,1.340000033,863.61,90,1,2,0.57,4
-63,0,415.47,60,1,1,3.94,3
-122,1.340000033,863.61,90,1,2,0.6,4
-122,1.340000033,863.61,90,1,2,0.64,4
-122,1.340000033,863.61,90,1,2,0.58,4
-122,1.340000033,863.61,90,1,2,0.63,4
-122,1.340000033,863.61,90,1,2,0.61,4
-122,1.340000033,863.61,90,1,2,0.54,4
-122,1.340000033,863.61,90,1,2,0.65,4
-67,5.369999886,181.48,60,1,1,4.6,3
-122,1.340000033,863.61,90,1,2,0.54,4
-122,1.340000033,863.61,90,1,2,0.64,4
-79,9.619999886,490.73,60,1,1,4.08,3
-122,1.340000033,863.61,90,1,2,0.62,4
-122,1.340000033,863.61,90,1,2,0.57,4
-122,1.340000033,863.61,90,1,2,0.61,4
-122,1.340000033,863.61,90,1,2,0.59,4
-122,1.340000033,863.61,90,1,2,0.67,4
-122,1.340000033,863.61,90,1,2,0.57,4
-122,1.340000033,863.61,90,1,2,0.53,4
-122,1.340000033,863.61,90,1,2,0.67,4
-79,5.190000057,221.75,60,1,1,3.81,4
-122,1.340000033,863.61,90,1,2,0.5,4
-122,1.340000033,863.61,90,1,2,0.65,4
-83,0,5124.81,60,1,1,4.36,4
-122,1.340000033,863.61,90,1,2,0.6,4
-122,1.340000033,863.61,90,1,2,0.69,4
-122,1.340000033,863.61,90,1,2,0.58,4
-77,11.57999992,360.01,60,1,1,3.51,4
-122,1.340000033,863.61,90,1,2,0.75,4
-122,1.340000033,863.61,90,1,2,0.65,4
-122,1.340000033,863.61,90,1,2,0.67,4
-122,1.340000033,863.61,90,1,2,0.59,4
-122,1.340000033,863.61,90,1,2,0.63,4
-122,1.029999971,950.47,90,1,2,0.55,4
-122,0.2599999905,948.92,90,1,2,0.6,4
-122,0.2599999905,948.92,90,1,2,0.57,4
-122,0.2599999905,948.92,90,1,2,0.51,4
-93,0,373.98,60,1,1,3.91,3
-122,0.2599999905,948.92,90,1,2,0.66,4
-122,0.2599999905,948.92,90,1,2,0.62,4
-122,0.2599999905,948.92,90,1,2,0.69,4
-122,0.2599999905,948.92,90,1,2,0.57,4
-122,0.2599999905,948.92,90,1,2,0.55,4
-122,0.2599999905,948.92,90,1,2,0.5,4
-93,0,1087.13,60,1,1,3.73,4
-122,0.6499999762,970.14,90,1,2,0.64,4
-122,0.6499999762,970.14,90,1,2,0.59,4
-122,0.6499999762,970.14,90,1,2,0.66,4
-93,0,1098.03,60,1,1,3.58,3
-122,0.6499999762,970.14,90,1,2,0.57,4
-122,0.6499999762,970.14,90,1,2,0.71,4
-122,0.6499999762,970.14,90,1,2,0.53,4
-122,0.6499999762,970.14,90,1,2,0.61,4
-122,0.6499999762,970.14,90,1,2,0.57,4
-122,0.6499999762,970.14,90,1,2,0.54,4
-122,0.6499999762,970.14,90,1,2,0.64,4
-95,0,1079.75,60,1,1,4.36,3
-122,0.6499999762,970.14,90,1,2,0.5,4
-122,0.6499999762,970.14,90,1,2,0.63,4
-122,0.6499999762,970.14,90,1,2,0.64,4
-57,8.470000267,7.67,60,1,1,3.33,4
-122,0.6499999762,970.14,90,1,2,0.66,4
-122,0.6499999762,970.14,90,1,2,0.7,4
-81,3.890000105,98.8,60,1,1,4.15,3
-122,0.6499999762,970.14,90,1,2,0.66,4
-122,0.6499999762,970.14,90,1,2,0.66,4
-122,0.6499999762,970.14,90,1,2,0.68,4
-122,0.6499999762,970.14,90,1,2,0.59,4
-122,0.6499999762,970.14,90,1,2,0.46,4
-79,5.050000191,454.45,60,1,1,3.77,3
-122,0.6499999762,970.14,90,1,2,0.54,4
-122,0.6499999762,970.14,90,1,2,0.59,4
-122,0.6499999762,970.14,90,1,2,0.51,4
-122,0.6499999762,970.14,90,1,2,0.62,4
-71,7.389999866,76.24,60,1,1,4.12,3
-122,0.6499999762,970.14,90,1,2,0.5,4
-122,0.6499999762,970.14,90,1,2,0.52,4
-122,0.6499999762,970.14,90,1,2,0.53,4
-122,0.6499999762,970.14,90,1,2,0.6,4
-122,0.6499999762,970.14,90,1,2,0.57,4
-122,0.6499999762,970.14,90,1,2,0.56,4
-122,0.6499999762,970.14,90,1,2,0.5,4
-73,11.77999973,414.72,60,1,1,3.41,3
-122,0.6499999762,970.14,90,1,2,0.61,4
-122,0.6499999762,970.14,90,1,2,0.59,4
-122,0.6499999762,970.14,90,1,2,0.61,4
-81,26.19000053,333.66,60,1,1,3.56,3
-122,0.5500000119,907.52,90,1,2,0.73,4
-122,0.5500000119,907.52,90,1,2,0.55,4
-122,0.5500000119,907.52,90,1,2,0.61,4
-122,0.5500000119,907.52,90,1,2,0.59,4
-122,0.5500000119,907.52,90,1,2,0.6,4
-122,0.5500000119,907.52,90,1,2,0.62,4
-122,0.5500000119,907.52,90,1,2,0.66,4
-75,12.47000027,269.08,60,1,1,3.96,3
-122,0.5500000119,907.52,90,1,2,0.58,4
-122,0.5500000119,907.52,80.47,1,2,1.06,4
-122,0.5500000119,907.52,90,1,2,0.59,4
-85,0.6800000072,4889.77,60,1,1,3.66,3
-122,0.5500000119,907.52,90,1,2,0.5,4
-122,0.5500000119,907.52,90,1,2,0.63,4
-77,16.03000069,683.29,60,1,1,3.39,3
-122,0.5500000119,907.52,90,1,2,0.53,4
-122,0.5500000119,907.52,90,1,2,0.48,4
-122,0.5500000119,907.52,90,1,2,0.54,4
-122,0.5500000119,907.52,90,1,2,0.61,4
-122,0.5500000119,907.52,90,1,2,0.63,4
-77,16.20000076,331.23,60,1,1,3.48,3
-122,0.5500000119,907.52,90,1,2,0.57,4
-122,0.5500000119,907.52,90,1,2,0.62,4
-122,0.5500000119,907.52,90,1,2,0.56,4
-122,0.5500000119,907.52,90,1,2,0.62,4
-85,2.940000057,2272.9,60,1,0,3.74,3
-122,0.5500000119,907.52,90,1,2,0.6,4
-122,0.5500000119,907.52,90,1,2,0.54,4
-122,0.5500000119,907.52,90,1,2,0.59,4
-122,0.5500000119,907.52,90,1,2,0.5,4
-122,0.5500000119,907.52,90,1,2,0.58,4
-122,0.5500000119,907.52,90,1,2,0.55,4
-122,0.5500000119,907.52,90,1,2,0.58,4
-122,0.5500000119,907.52,90,1,2,0.53,4
-122,0.5500000119,907.52,90,1,2,0.64,4
-122,0.5500000119,907.52,90,1,2,0.66,4
-122,0.5500000119,907.52,90,1,2,0.74,4
-122,0.5500000119,907.52,90,1,2,0.54,4
-122,0.5500000119,907.52,90,1,2,0.67,4
-122,0.5500000119,907.52,90,1,2,0.69,4
-122,0.5500000119,907.52,90,1,2,0.58,4
-122,0.5500000119,907.52,90,1,2,0.57,4
-122,0.5500000119,907.52,90,1,2,0.53,4
-122,0.5500000119,907.52,90,1,2,0.48,4
-122,0.5500000119,907.52,90,1,2,0.57,4
-122,0.5500000119,907.52,90,1,2,0.58,4
-122,0.5500000119,907.52,90,1,2,0.59,4
-122,0.5500000119,907.52,90,1,2,0.6,4
-122,0.5500000119,907.52,90,1,2,0.41,4
-122,0.5500000119,907.52,90,1,2,0.65,4
-122,0.5500000119,907.52,90,1,2,0.61,4
-122,0.5500000119,907.52,90,1,2,0.49,4
-122,0.5500000119,907.52,90,1,2,0.52,4
-122,0.5500000119,907.52,90,1,2,0.49,4
-122,0.5500000119,907.52,90,1,2,0.6,4
-122,0.5500000119,907.52,90,1,2,0.55,4
-122,0.5500000119,907.52,90,1,2,0.59,4
-122,0.5500000119,907.52,90,1,2,0.53,4
-122,0.5500000119,907.52,90,1,2,0.51,4
-122,0.5500000119,907.52,90,1,2,0.52,4
-122,0.5500000119,907.52,90,1,2,0.58,4
-122,0.5500000119,907.52,90,1,2,0.62,4
-122,0.5500000119,907.52,90,1,2,0.44,4
-122,0.5500000119,907.52,90,1,2,0.59,4
-122,0.5500000119,907.52,90,1,2,0.49,4
-122,0.5500000119,907.52,90,1,2,0.57,4
-122,0.5500000119,907.52,90,1,2,0.58,4
-122,0.5500000119,907.52,90,1,2,0.55,4
-122,0.5500000119,907.52,90,1,2,0.55,4
-122,0.5500000119,907.52,90,1,2,0.49,4
-122,0.5500000119,907.52,90,1,2,0.49,4
-122,0.5500000119,907.52,90,1,2,0.58,4
-122,0.5500000119,907.52,90,1,2,0.52,4
-122,0.5500000119,907.52,90,1,2,0.56,4
-122,0.5500000119,907.52,90,1,2,0.53,4
-122,0.5500000119,907.52,90,1,2,0.5,4
-122,0.5500000119,907.52,90,1,2,0.65,4
-122,0.5500000119,907.52,90,1,2,0.65,4
-122,0.5500000119,907.52,90,1,2,0.55,4
-122,0.5500000119,907.52,90,1,2,0.53,4
-122,0.5500000119,907.52,90,1,2,0.61,4
-122,0.5500000119,907.52,90,1,2,0.62,4
-122,0.5500000119,907.52,90,1,2,0.53,4
-122,0.5500000119,907.52,90,1,2,0.63,4
-122,0.5500000119,907.52,90,1,2,0.63,4
-122,0.5500000119,907.52,90,1,2,0.64,4
-122,0.5500000119,907.52,90,1,2,0.47,4
-122,0.5500000119,907.52,90,1,2,0.53,4
-122,0.5500000119,907.52,90,1,2,0.67,4
-122,0.5500000119,907.52,90,1,2,0.64,4
-122,0.5500000119,907.52,90,1,2,0.71,4
-122,0.5500000119,907.52,90,1,2,0.52,4
-122,0.5500000119,907.52,90,1,2,0.66,4
-122,0.5500000119,907.52,90,1,2,0.66,4
-122,0.5500000119,907.52,90,1,2,0.56,4
-122,0.5500000119,907.52,90,1,2,0.57,4
-122,0.5500000119,907.52,90,1,2,0.56,4
-122,0.5500000119,907.52,90,1,2,0.51,4
-122,0.5500000119,907.52,90,1,2,0.61,4
-122,0.5500000119,907.52,90,1,2,0.48,4
-122,0.5500000119,907.52,90,1,2,0.49,4
-122,0.5500000119,907.52,90,1,2,0.51,4
-122,0.5500000119,907.52,90,1,2,0.55,4
-122,0.5500000119,907.52,90,1,2,0.65,4
-122,0.5500000119,907.52,90,1,2,0.52,4
-122,0.5500000119,907.52,90,1,2,0.42,4
-122,0.5500000119,907.52,90,1,2,0.55,4
-122,0.5500000119,907.52,90,1,2,0.52,4
-122,0.5500000119,907.52,90,1,2,0.72,4
-122,0.5500000119,907.52,90,1,2,0.55,4
-122,0.5500000119,907.52,90,1,2,0.74,4
-122,0.5500000119,907.52,90,1,2,0.48,4
-122,0.5500000119,907.52,90,1,2,0.5,4
-122,0.5500000119,907.52,90,1,2,0.52,4
-122,0.5500000119,907.52,90,1,2,0.69,4
-122,0.5500000119,907.52,90,1,2,0.51,4
-122,0.5500000119,907.52,90,1,2,0.51,4
-122,0.5500000119,907.52,90,1,2,0.51,4
-122,0.5500000119,907.52,90,1,2,0.44,4
-122,0.5500000119,907.52,90,1,2,0.71,4
-122,0.5500000119,907.52,90,1,2,0.6,4
-122,0.5500000119,907.52,90,1,2,0.5,4
-122,0.5500000119,907.52,90,1,2,0.57,4
-122,0.5500000119,907.52,90,1,2,0.49,4
-122,0.5500000119,907.52,90,1,2,0.55,4
-122,0.5500000119,907.52,90,1,2,0.54,4
-122,0.5500000119,907.52,90,1,2,0.56,4
-122,0.5500000119,907.52,90,1,2,0.56,4
-122,0.5500000119,907.52,90,1,2,0.49,4
-122,0.5500000119,907.52,90,1,2,0.66,4
-122,0.5500000119,907.52,90,1,2,0.59,4
-122,0.5500000119,907.52,80.42,1,2,0.85,4
-122,0.5500000119,907.52,90,1,2,0.61,4
-122,0.5500000119,907.52,90,1,2,0.65,4
-122,0.5500000119,907.52,90,1,2,0.58,4
-122,0.5500000119,907.52,90,1,2,0.62,4
-122,0,947.43,90,1,2,0.56,4
-122,0,972.44,90,1,2,0.5,4
-122,0,972.44,90,1,2,0.47,4
-122,0,972.44,90,1,2,0.61,4
-122,0,972.44,90,1,2,0.58,4
-122,0,972.44,90,1,2,0.59,4
-122,0,972.44,90,1,2,0.55,4
-122,0,946.34,90,1,2,0.55,4
-122,0,946.34,90,1,2,0.57,4
-122,0,946.34,90,1,2,0.67,4
-122,0,946.34,90,1,2,0.65,4
-122,0,946.34,90,1,2,0.61,4
-122,0,946.34,90,1,2,0.52,4
-122,0,946.34,90,1,2,0.63,4
-122,0,954.96,90,1,2,0.57,4
-122,0,954.96,90,1,2,0.5,4
-122,0,954.96,90,1,2,0.6,4
-122,0,962.58,90,1,2,0.88,4
-122,0,962.58,90,1,2,0.62,4
-122,0,962.58,90,1,2,0.65,4
-122,0,962.58,90,1,2,0.62,4
-122,0,962.58,90,1,2,0.61,4
-101,23,1634.38,60,1,1,0,4
-122,0,962.58,90,1,2,0.64,4
-122,0,962.58,90,1,2,0.55,4
-122,0,962.58,90,1,2,0.47,4
-122,0,962.58,90,1,2,0.7,4
-122,0,962.58,90,1,2,0.67,4
-122,0,962.58,90,1,2,0.62,4
-122,0,962.58,90,1,2,0.6,4
-122,0,962.58,90,1,2,0.67,4
-122,0,962.58,90,1,2,0.62,4
-122,0,962.58,90,1,2,0.67,4
-122,0,962.58,90,1,2,0.49,4
-122,0,962.58,90,1,2,0.67,4
-122,0,962.58,90,1,2,0.59,4
-122,0,962.58,90,1,2,0.65,4
-122,0,962.58,90,1,2,0.71,4
-122,0,962.58,90,1,2,0.62,4
-122,0,962.58,90,1,2,0.6,4
-122,0,962.58,90,1,2,0.59,4
-122,0,962.58,90,1,2,0.8,4
-122,0,962.58,90,1,2,0.7,4
-122,0,962.58,90,1,2,0.54,4
-122,0,962.58,90,1,2,0.44,4
-122,0,962.58,90,1,2,0.68,4
-122,0,962.58,90,1,2,0.66,4
-122,0,962.58,90,1,2,0.55,4
-122,0,962.58,90,1,2,0.54,4
-122,0,962.58,90,1,2,0.69,4
-122,0,962.58,90,1,2,1,4
-122,0,962.58,90,1,2,0.71,4
-122,0,962.58,90,1,2,0.53,4
-122,0,962.58,90,1,2,0.63,4
-122,0,962.58,90,1,2,0.6,4
-81,0,1415.54,60,1,1,0,4
-122,0,962.58,90,1,2,0.73,4
-122,0,962.58,90,1,2,0.59,4
-122,0,962.58,90,1,2,0.76,4
-122,0,962.58,90,1,2,0.5,4
-85,13.5,2811.3,60,1,1,0,4
-122,0,962.58,90,1,2,0.57,4
-122,0,962.58,90,1,2,0.52,4
-122,0,962.58,90,1,2,0.63,4
-122,0,962.58,90,1,2,0.63,4
-122,0,962.58,90,1,2,0.62,4
-122,0,962.58,90,1,2,0.48,4
-122,0,962.58,90,1,2,0.65,4
-95,11,312.72,60,1,1,0,4
-122,0,962.58,90,1,2,0.72,4
-122,0,962.58,90,1,2,0.46,4
-122,0,962.58,90,1,2,0.49,4
-122,0,962.58,90,1,2,0.62,4
-122,0,962.58,90,1,2,0.54,4
-122,0,962.58,90,1,2,0.56,4
-122,0,962.58,90,1,2,0.56,4
-122,0,962.58,90,1,2,0.55,4
-122,0,962.58,90,1,2,0.57,4
-122,0,962.58,90,1,2,0.51,4
-122,0,962.58,90,1,2,0.66,4
-122,0,962.58,90,1,2,0.61,4
-122,0,962.58,90,1,2,0.59,4
-115,0,962.58,90,1,2,0.52,4
-115,0,962.58,90,1,2,0.65,4
-89,8.319999695,495.53,60,1,1,3.38,4
-115,0,962.58,90,1,2,0.63,4
-119,0,962.58,90,1,2,0.61,4
-119,0,962.58,90,1,2,0.54,4
-87,4.550000191,663.31,60,1,1,3.96,3
-119,0,962.58,90,1,2,0.58,4
-119,0,962.58,90,1,2,0.87,4
-119,0,962.58,90,1,2,0.64,4
-119,0,962.58,90,1,2,0.57,4
-119,0,962.58,90,1,2,0.63,4
-119,0,962.58,90,1,2,0.57,4
-119,0,962.58,90,1,2,0.59,4
-69,0,288,60,1,1,3.63,3
-119,0,962.58,90,1,2,0.56,4
-119,0,962.58,90,1,2,0.56,4
-119,0,962.58,90,1,2,0.5,4
-71,8.630000114,109.74,60,1,1,3.86,3
-119,0,962.58,90,1,2,0.49,4
-119,0,962.58,90,1,2,0.56,4
-77,9.760000229,65.09,60,1,1,3.83,3
-119,0,962.58,90,1,2,0.52,4
-119,0,962.58,90,1,2,0.59,4
-119,0,962.58,90,1,2,0.54,4
-119,0,962.58,90,1,2,0.58,4
-119,0,962.58,90,1,2,0.71,4
-77,15.64999962,727.14,60,1,1,4.05,3
-119,0,962.58,90,1,2,0.68,4
-119,0,962.58,90,1,2,0.59,4
-119,0,962.58,90,1,2,0.51,4
-119,0,962.58,90,1,2,0.51,4
-119,0,962.58,90,1,2,0.57,4
-119,0,962.58,90,1,2,0.6,4
-119,0,962.58,90,1,2,0.66,4
-119,0,962.58,90,1,2,0.59,4
-119,0,962.58,90,1,2,0.62,4
-119,0,962.58,90,1,2,0.52,4
-119,0,962.58,90,1,2,0.65,4
-73,0,715.36,60,1,1,3.72,3
-119,0,962.58,90,1,2,0.71,4
-119,0,962.58,90,1,2,0.66,4
-119,0,962.58,90,1,2,0.59,4
-69,1.269999981,360.91,60,1,1,3.97,4
-119,0,962.58,90,1,2,0.56,4
-119,0,962.58,90,1,2,0.58,4
-119,0,962.58,90,1,2,0.61,4
-119,0,962.58,90,1,2,0.56,4
-119,0,962.58,90,1,2,0.71,4
-119,0,962.58,90,1,2,0.47,4
-119,0,962.58,90,1,2,0.66,4
-83,16.62999916,354.37,60,1,1,4.2,3
-119,0,962.58,90,1,2,0.56,4
-119,0,962.58,90,1,2,0.69,4
-87,14.48999977,1065.15,60,1,1,3.93,3
-119,0,962.58,90,1,2,0.72,4
-119,0,962.58,90,1,2,0.55,4
-119,0,962.58,90,1,2,0.75,4
-97,8.369999886,672.77,60,1,1,3.96,3
-119,0,962.58,90,1,2,0.55,4
-119,0,962.58,80.33,1,2,0.91,4
-85,10.67000008,70.09,60,1,1,3.65,1
-119,0,962.58,90,1,2,0.5,4
-119,0,962.58,90,1,2,0.46,4
-65,0,223.39,60,1,1,3.94,3
-119,0,962.58,90,1,2,0.69,4
-71,16.90999985,293.93,60,1,1,3.58,4
-119,0,962.58,90,1,2,0.52,4
-119,0,962.58,90,1,2,0.61,4
-119,0,962.58,90,1,2,0.45,4
-119,0,962.58,90,1,2,0.65,4
-87,8.56000042,462.99,60,1,1,3.84,3
-119,0,962.58,90,1,2,0.48,4
-119,0,962.58,90,1,2,0.77,4
-119,0,962.58,90,1,2,0.49,4
-77,0,237.73,60,1,1,2.39,4
-119,0,962.58,90,1,2,0.65,4
-119,0,962.58,90,1,2,0.66,4
-119,0,962.58,90,1,2,0.54,4
-79,7.599999905,2910.01,60,1,1,3.85,4
-119,0,962.58,90,1,2,0.57,4
-79,0,489.89,60,1,1,3.93,3
-119,0,962.58,90,1,2,0.59,4
-63,0,23.24,60,1,1,3.29,4
-119,0,962.58,90,1,2,0.47,4
-63,0,154.42,60,1,1,3.94,3
-119,0,962.58,90,1,2,0.57,4
-119,0,962.58,90,1,2,0.53,4
-119,0,962.58,90,1,2,0.58,4
-119,0,962.58,90,1,2,0.44,4
-65,10.48999977,84.75,60,1,1,3.69,3
-119,0,962.58,90,1,2,0.55,4
-119,0,962.58,90,1,2,0.55,4
-119,0,962.58,90,1,2,0.6,4
-119,0,962.58,90,1,2,0.6,4
-69,2.019999981,192.43,60,1,1,3.58,3
-71,0.5199999809,61.31,60,1,1,4.02,3
-119,0,962.58,90,1,2,0.64,4
-119,0,962.58,90,1,2,0.63,4
-77,0,143.16,60,1,1,3.76,2
-119,0,962.58,90,1,2,0.55,4
-119,0,962.58,90,1,2,0.6,4
-119,0,962.58,90,1,2,0.59,4
-89,0.7699999809,321.95,60,1,1,4.6,3
-119,0,962.58,90,1,2,0.55,4
-119,0,962.58,90,1,2,0.6,4
-69,0.3600000143,42.32,60,1,1,4.29,3
-119,0,962.58,90,1,2,0.76,4
-119,0,962.58,90,1,2,0.53,4
-75,1.289999962,127.88,60,1,1,3.78,3
-63,4.840000153,478.51,60,1,1,3.9,4
